,Function,Original Comment,Predicted comment
1708,public void open file string file name boolean close first if close first drag drop jdxsource source jsvpanel node find source by name or id new file file name get absolute path panel nodes if source null close source source open data or file null null null file name 1 1 ,opens and displays a file , open the file for the given directory
1709,public image get image1 if image1 null gen end getter 0 pre init write pre init user code here try gen begin getter 1 java io ioexception image1 image create image wait png catch java io ioexception e gen end getter 1 java io ioexception e print stack trace gen line getter 2 post init write post init user code here gen begin getter 3 return image1 ,returns an initiliazed instance of image1 component , returns an initiliazed instance of alert component
1710,public void set task id big decimal value this task id value ,setter for column task id , sets the value of the id property
1711,public void create transition string image filename string out filename int duration to new to create image filename out filename duration ,create transition from a buffer to a file during duration milliseconds , creates a new page with the given parameters
1712,public void set size int size count size ,set the loop size , set the number of available in the buffer
1713,public void add row iconnection c throw new runtime exception error message ,add the given row to the underlying mode , adds a new row to the table
1714,public void disconnect try timer handler remove callbacks timer runnable reconnect if mxacontroller get null mxacontroller get get xmppservice disconnect null catch exception e e print stack trace ,disconnect from xmpp server and remove timer callbacks , disconnect from the server
1715,protected void add operation property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui parameter operation feature non nls 1 get string ui property descriptor description ui parameter operation feature ui parameter type non nls 1 non nls 2 non nls 3 umlpackage literals parameter operation false false false null null null ,this adds a property descriptor for the operation feature , this adds a property descriptor for the result feature
1716,public connect4 match get game by id int id return this matches get id ,returns an instance of game given an id , gets the value of the id alu property
1717,protected void incorrect state received object incorrect state log error incorrect state received incorrect state ,this method is called when service queries new state but received state , called when the user is closed
1718,public string get filename on server final string server path return server path file separator char just file name ,to know the full name of the file on the server , return the url of the user for the specified editor
1719,public int get query version return this query version ,each version of the query has a number assigned as a version , returns the number of the message
1720,public int get model initial pairs return this model initial pairs ,getter for property model initial pairs , gets the area
1721,private void fill organizations customers clear table for iterator iter organizations iterator iter has next organization org organization iter next customers add row new object new integer org get id org get is enabled org get nick name set focus disable button ,set up organizations list , clear all statistic from the given list
1722,public void add abstract body extends method declaration inner class inner classes add inner class ,add an inner class to the code abstract body code , add a code code code to the code method code
1723,public void write to file string str file writer fw if null log file log file new file system current time millis log try fw new file writer relative log file path file separator log file true buffered writer bw new buffered writer fw bw write str bw new line bw close catch ioexception e system err println error while writing to logfile relative log file path file separator log file get absolute path e print stack trace ,log to file , write the file to be write
1724,public string get title return cap get title ,gets the title of the map service , returns the m
1725,public void show controller get controller set chat button state true dialog show ,shows chat dialog , shows the dialog
1726,protected folder get inbox throws messaging exception we re the only place that creates folders and we only create the single instance if inbox null inbox new pop3 folder pop3 store store inbox return inbox ,retrieve the inbox folder from the root , returns the default folder
1727,public void print print stream output output println score setup print output data print output ,this prints the score info including setup and data sections , print the message in the output stream
1728,private void fire selection replaced for iterator i listeners iterator i has next attribute table panel listener listener attribute table panel listener i next listener selection replaced this ,called when the user creates a new selection rather than adding to the , called when the element has been changed to all the state
1729,public void set expirity date expirity this expirity expirity ,setter expirity date of this advertisement , setter for column act
1730,public void set players collection player players synchronized players players clear for player player players players put player new player confirmation ,sets the players , sets the player
1731,public void after phase phase event phase event ,invoked after the phase , event from the collection of a event
1732,private void default config todo config new config ht icons new hashtable ,build config from default settings , called when the class is loaded to initialize the service
1733,public boolean group int groups throws remote exception if this user have no groups no need to check anything if groups null return false loop the for int i 0 i groups length i loop my groups to compare with for int j 0 j users groups length j we share this group if groups i users groups j return true return false ,used to determine if we share groups with a user , checks the file
1734,public web server vo get web server deployment target vo target web server vo new web server new web server vo new web server set webserver id web server id new web server set name get random web server name new web server set host localhost new web server set web port new integer 80 new web server set jndi port new integer 1099 new web server set deployment target target return new web server ,get web server vo object , gets the web server container
1735,public boolean is continuation return status equals continuation ,test if this is a continuation response , return true if the server is currently in mode
1736,public int get size throws messaging exception return body structure body size ,get the size of the message part , get the size of the message
1737,public boolean is valid return root null ,make sure operation of is successful , checks if is running
1738,public void set air row imapair seat map rs seat map responses seat map response seat map details cabin configuration air row value this air row value ,sets the value of the air row property , sets the value of the table property
1739,private void adjust tree sync directory to a dir directory to a parent dir if a parent dir null a dir null a dir sync time a dir sync time element wise max a parent dir sync time ,enhforce sync of parent less or equal to child , checks the first number of the users that have been greater to be added
1740,public void test get allowed principals system out println get allowed principals string table string exp result null string result crud wmservlet get allowed principals table assert equals exp result result ,test of get allowed principals method of class crud wmservlet , test of get columns method of class org
1741,public void add object o if size capacity capacity if elements is empty space get matrix put x y this elements add o if o instanceof agent agent o set location this else todo improve this in the cell interface so that capacity limit can tested for with a unique exception throw new array index out of bounds exception location is fully ,adds an object to this cell , adds a new entry to the list of currently devices
1742,public long get long throws messaging exception if value null try return long parse long value catch number format exception e throw new response format exception number value expected in response fount value ,return the token as a long value , get the amount of bytes from the buffer
1743,public boolean add mbean for snapshot string mbean name return snapshot config xmlbuilder add mbean name mbean name ,adds a record of the mbean via its name to take snapshots of , add a new entry to the list
1744,public void evaluate boolean literal exp throws well formedness exception type t uf find data type by name boolean if t null throw new well formedness exception well formedness exception ec not exists type set type t ,never call directly , never call directly
1745,public set get cdata section elements return cdata section elements ,get the set of element names whose text contents should be serialized , get the value of a person
1746,public void set alt ddname string alt ddname this alt ddname alt ddname if context null context set attribute globals alt dd attr alt ddname ,set an alternate deployment descriptor name , sets the class value for this document
1747,protected boolean set socket options socket socket try 1 set socket options timeout linger etc socket properties set properties socket catch socket exception s error here is common if the client has reset the connection if log is debug enabled log debug sm get string endpoint err unexpected s close the socket return false catch throwable t exception utils handle throwable t log error sm get string endpoint err unexpected t close the socket return false return true ,configure the socket , set the default socket for use
1748,public boolean change password string uid string old pass string new pass final client info c client info this users get uid intern if c null return false if c get password null system out println empty pass system exit 0 if c null c get password equals old pass return false c set password new pass save client info c return true ,changes password for a given user , update user password
1749,public void create part control composite parent viewer new tree viewer parent swt multi swt h scroll swt v scroll drill down adapter new drill down adapter viewer viewer set content provider new jmx tree content provider viewer set label provider new view label provider viewer set sorter new name sorter viewer set input jmx gui plugin get default get server manager make actions hook context menu hook double click action hook selection changed action contribute to action bars ,this is a callback that will allow us , this is a callback that will allow us to create the viewer viewer
1750,public void fire list matchs reply event list matchs reply event args args for controller observer listener this listeners listener list matchs reply event handler args ,fires list matchs event , notify the listeners about the completion of a contact addition
1751,public usage get string key return usage map get key ,retrieves the usage object with the given key from the collection , gets the value of the key from property
1752,public void set push page button state boolean state if collab panel null collab menu collab panel set push page button state state ,set state of button push page on the collaboration panel , set the state of the main frame
1753,public void test ,tests if sound is playable , test of init of the business process
1754,protected void add kind property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui transition kind feature non nls 1 get string ui property descriptor description ui transition kind feature ui transition type non nls 1 non nls 2 non nls 3 umlpackage literals transition kind true false false item property descriptor generic value image null null ,this adds a property descriptor for the kind feature , this adds a property descriptor for the template feature
1755,public playing card deck fisher yates modern final playing card deck deck logger debug fisher yates modern the number of items left to shuffle loop invariant int n deck size while n 1 int k get random next int n 0 k n n n is now the last index swap selected card with swap card do nothing if k n if k n playing card selected card deck get n playing card swap card deck get k deck set n swap card deck set k selected card return deck ,shuffle the deck according the modern version of the fisher yates method , select the specified by a given position
1756,public string get playername return playername ,gets the playername , returns the name of the receiver
1757,public void save workflow instances to job status string workflow id string runtime id string pid string status string resource string aworkflow string jobname throws exception insert sqlsave workflow instances to job status workflow id runtime id pid status resource aworkflow jobname ,a workflow real osszes peldanyat menti le , save the workflow in a workflow
1758,public void set changed boolean b changed b ,set whether the settings displayed in the panel have changed , sets whether or not the image is a valid or not
1759,public event data provider get event data provider if this event data provider null this event data provider new event data provider return this event data provider ,getter for property event data provider , gets the event from the given event
1760,public void add welcome file string name synchronized welcome files welcome files from the application deployment descriptor completely replace those from the default conf web xml file if replace welcome files welcome files new string 0 set replace welcome files false string results new string welcome files length 1 for int i 0 i welcome files length i results i welcome files i results welcome files length name welcome files results post welcome files fire container event add welcome file name ,add a new welcome file to the set recognized by this context , add a new file to the set recognized by this context
1761,private void adapt global weights on game watten a game deck a deck a game get deck get good card a game increase weight by 80 for card a card a deck get cards by color a game get announced color a card increase weight by 20 for card a card a deck get cards by schlag a game get announced schlag a card increase weight by 40 ,adapt global weights on game , checks if the given drop is clicked
1762,public void send service discovery iq string service namespace mobilis service discovery bean bean new mobilis service discovery bean service namespace integer min value false bean set type xmppbean type get bean set from m mxaproxy get xmpp jid bean set to m server coordinator jid m mxaproxy send iq bean to iq bean true log v iqproxy mobilis service discovery bean send ,sends a mobilis service discovery bean to the an mobilis xhunt game service , send a service to service
1763,public string get text return get html ,returns code null code as this editor doesnt support straight text , gets the value of the message from property
1764,public float get outline stroke return this outline stroke ,returns the outline stroke , returns the stroke used to draw the items in a series
1765,public void delete int id throws aps system exception try this get dao remove id catch throwable t aps system utils log throwable t this delete throw new aps system exception errore in con id id ,test , delete the delete entry from the database
1766,private idocument get current document itext editor editor get text editor if editor null return null idocument provider provider editor get document provider if provider null return null idocument document provider get document editor get editor input return document ,returns the document currently displayed in the editor or , return the parent page for the given editor in the
1767,public jpanel get panel if this main panel null create gui return this main panel ,returns this jpanel , this method initializes panel
1768,public void set group id string value this group id value ,sets the value of the group id property , sets the value of the id property
1769,public servlet context get servlet context return null ,get the servlet context the request response pair was last dispatched through , gets the value of the resource properties property
1770,public double get percent minimum y return percent min y ,returns the percent minimum y value , returns the minimum x value
1771,public void set jvm route string value this jvm route value ,sets the value of the jvm route property , sets the value of the server from property
1772,protected void add value property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui literal integer value feature non nls 1 get string ui property descriptor description ui literal integer value feature ui literal integer type non nls 1 non nls 2 non nls 3 umlpackage literals literal integer value true false false item property descriptor integral value image null null ,this adds a property descriptor for the value feature , this adds a property descriptor for the value feature
1773,public string get layer title return layer title ,get title of the layer , returns the layer
1774,private ifile get workspace file ifile store file store root workspace root resources plugin get workspace get root ifile files workspace root find files for location uriutil to path file store to uri if files null files length 1 return files 0 return null ,checks whether there given file store points , this method initializes file file
1775,public object m string method throws exception return m method new object ,invoke a method from the object reference , method to handle code and code if the application is being to
1776,public boolean is confirmed negatively boolean all false true synchronized players for player player players key set all false all false players get player has player confirmed negatively return all false ,checks if is confirmed negatively , checks if is confirmed positively
1777,public void close streams throws server exception try in close out close catch ioexception e e print stack trace system err throw new server exception server exception file error ,method that closes the from the files on the hd , close the server
1778,public string get as string int index return string data index ,returns a tiff ascii data item as a string , returns the value of the header
1779,public void set document feature body java lang string document feature body this document feature body document feature body ,sets the document feature body value for this document constants , sets the document feature object value for this document constants
1780,public void set endpoint address java lang string port name java lang string address throws javax xml rpc service exception if entity api equals port name set entity apiendpoint address address else unknown port name throw new javax xml rpc service exception cannot set endpoint address for unknown port port name ,set the endpoint address for the specified port name , set the endpoint address for the specified port name
1781,public void set java doc string java doc this java doc java doc ,assign a java doc description to the argument , set the code java doc code of the code method code
1782,public adapter create read link object end qualifier action adapter return null ,creates a new adapter for an object of class , creates a new adapter for an object of class
1783,private boolean verify values if password is valid verify password is valid return false if password get text equals verify password get text controller get controller block gui messages passwords not equal return false return true ,check passwords for equals , check whether the given annotation is set
1784,public float private entries float percent string sql select count from entry where security 0 percent float sql count sql float entries 100 if log is debug enabled log debug private entries percent is percent return percent ,percentage of private entries as compared to total , determine if a given dependency should be used to minimum
1785,public void get connection connection info connection info throws resource exception boolean false do get connection connection info ,called by generic connection manager , get a connection from the database
1786,protected void add owned parameter property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui behavioral feature owned parameter feature non nls 1 get string ui property descriptor description ui behavioral feature owned parameter feature ui behavioral feature type non nls 1 non nls 2 non nls 3 umlpackage literals behavioral feature owned parameter true false true null null new string org eclipse ui views properties expert non nls 1 ,this adds a property descriptor for the owned parameter feature , this adds a property descriptor for the owned parameter feature
1787,public dbconnection get con obj if there are available connections if available size 0 get the first one mark it as taken and return it dbconnection dbc available get 0 available remove 0 return dbc no more connections try to create a new on else add connection return get con obj ,get a connection object , returns the socket socket for the specified type
1788,public string to string return frame get title ,string representation of the class , return the string representation of this code
1789,public int get order direction return order direction ,gets the order direction , gets the value of the agents names property
1790,protected ichange ruler column create change ruler column left for compatibility see line number column return new change ruler column get shared colors ,creates a new change ruler column for quick diff display of the , creates a new annotation with the given value
1791,public int get data count return data size ,returns the number of data in this packet for sending purposes , gets the number of objects that have been in the last
1792,public void update ui system out println update ui attribute table set ui new network editor ui attribute table invalidate ,description of the method , updates the table
1793,public void set donation data provider donation data provider donation data provider this donation data provider donation data provider ,setter for property donation data provider , set the list of services
1794,public void set external path pattern value this external path value ,sets the value of the external path property , sets the value of the pattern property
1795,public void set number volunteer integer number volunteer this number volunteer number volunteer ,sets the number volunteer of this program to the specified value , sets the number of entries that have been started
1796,public void uninstall string class name throws go go ego application exception final go go ego application factory application get application factory class name if application null throw new go go ego application exception application class name not found go go ego application management management application get management if management null management uninstall vfs remove application class name ,uninstall an application , remove an existing ejb name into the given string
1797,public boolean is video return this this key frame this ,is this message data , returns whether this player is a station
1798,public string get row characteristics return row characteristics ,gets the value of the row characteristics property , gets the value of the row table property
1799,protected void unregister cluster valve throws exception for iterator valve iter valves iterator iter has next cluster valve valve cluster valve iter next if log is debug enabled log debug invoking remove valve on get container with class valve get class get name if valve null introspection utils call method n get container remove valve new object valve new class org apache catalina valve class valve set cluster this ,unregister all cluster valve to host or engine , removes the given marker from the given server
1800,public object unwrap java lang class iface throws java sql sqlexception throw new java sql sqlexception ,implementation for wrapper interface in order to compile in jdk 6 , converts the given to a string value
1801,private technology search technology string code tech for int i 0 i this l technologies size i if technology this l technologies get i get code compare to code tech 0 return technology this l technologies get i return null ,method that returns a technology in the game from his id , method that returns a technology from his id
1802,public native node set int arg0 native node arg1 throw new unsupported operation exception ,modification of the collection is not supported , modification of the collection is not supported
1803,public void set short ema price double price this short ema price price ,sets the short ema price , setter for property iteration
1804,public string get saslrealm return connection get saslrealm ,retrieve the sasl realm used for digest md5 authentication , returns the code declaration code of the code variable code
1805,public string hello return html body hello world new date to string body html ,localhost 8080 , get the value of the message as a string
1806,public void lifecycle event lifecycle event event if lifecycle init event equals event get type apr initialized init if apr initialized try initialize ssl catch throwable t if log is debug enabled log info sm get string apr listener ssl init else log debug sm get string apr listener ssl init t else if lifecycle after stop event equals event get type if apr initialized return try terminate apr catch throwable t if log is debug enabled log info sm get string apr listener apr destroy else log debug sm get string apr listener apr destroy t ,primary entry point for startup and shutdown events , this is the entry point point method
1807,public void handle exception exception exception exception print stack trace toast make text this exception get message toast length short show set result result canceled finish ,a method to handle the exceptions thrown during execution , handles the process of a given exception
1808,public int get app id return binary footer get int 0 ,retrieves the application identifier for this p2 p message , retrieves the id of the specified id
1809,public string get selected instrument return string instrument drop down get selected item ,method get instrument retrieve instrument from dialog , return the selected uri for the given text
1810,public void internal frame closing internal frame event e final jinternal frame frame e get internal frame do internal frame closing frame ,called when code frame code is closing , action action in button
1811,private void initialize splash image image util get image this resources images robocode logo jpg set content pane get splash screen content pane add window listener event handler ,initialize the splash screen , this method initializes this
1812,private void get highest seqnos synchronized highest seqnos mutex pass up new event event get msgs received try highest seqnos mutex wait highest seqnos timeout catch interrupted exception e if trace trace trace error stable get highest seqnos interrupted while waiting for highest seqnos from nakack ,sends get msgs received to nakack layer above us and stores result , get the background for a specific module
1813,public int get edit field width return edit field width ,the length of form input fields , returns the value of the row
1814,public void set project name string project name this project name project name ,sets the name of the project , sets the name of the entry
1815,public void set value string s boolean v s equals dbsettings true string this set value v ,set the field value from an string , set the value of a string
1816,protected certification authority get certification authority portlet request request object cas portlet manager get management helper request get gbeans implementing certification authority class return certification authority cas null cas length 0 cas 0 null ,this method returns authority , get the unique uri for the given uri
1817,public void set parent source jdxsource source parent source source ,sets the parent source of this spectrum , sets the parent provider
1818,public void set instances array list instance instances this instances instances ,sets the instances , sets the list of the trust list
1819,public void set output stream final output stream output if output null this output output ,sets where log message get printed to , sets the output stream to the output stream
1820,public string get name string result null if null service name result service name else if get setting string name null result get setting string name else if get setting string description null result get setting string description else result mobilis service return result ,gets the name of this service this is not the jid , returns the name of this principal
1821,public void println string to print if show debug force print do write to print null ,prints a debugging message and new line to the screen if debugging is , prints the message and the output stream
1822,protected void execute ifile editor input input throws exception ,execute the change , method that can be called from another applet or from javascript to
1823,public big decimal get open tsia return open tsia ,gets the open tsia , gets the value of the server node id property
1824,public plugin list type list plugins url maven repository throws ioexception failed login exception try source repository repo plugin repository list get source repository maven repository to string if repo null return repo get plugin list catch illegal state exception e return null ,lists the plugins available for download in a particular geronimo repository , return the xml representation of the given filing type
1825,private registration dialog update event listener update event listener super 380 true false false set title constants sp live registration content panel content panel new content panel progress id center layout add init controls content panel register add button register register add button listener register listener this update event listener update event listener sladmin content panel remove book mark page status false ,registration dialog constructor , notify the listeners about the given in the current button
1826,public server get server binding return server binding ,gets the server binding , gets the server server
1827,public void add json message string message if is sufficient memory available json queue add message ,adds another message to the queue of json messages if there is sufficient , adds a message to the status list
1828,public void update tree string xml layers app server connection list layers load layer navigator top xml layers app server connection get host load module import top xml layers app server connection get host ,update the trees , updates the status of a given group
1829,protected graph model listener create graph model listener return new pegraph model handler ,returns a listener that can update the graph when the model changes , returns the table table
1830,public void update final string url todo this needs to show editable regions if active tab folder set selection tab mapping get get set url and click url ,updates the with a given url , updates the location of the given request
1831,public void set color color4f color this color set color ,sets the color of this fog , sets the color of the color
1832,public void set deleted order count int deleted order count this deleted order count deleted order count ,sets the deleted order count , sets the order order count
1833,protected long bytes2long byte b byte b1 new byte 4 byte b2 new byte 4 for int i 0 i 4 i b1 i b i b2 i b i 4 long long bytes2int b1 long long bytes2int b2 long l 32 if 0 l l return l ,convert a byte array to a long , returns the first value of a given number of bytes
1834,public string determine gender map string object dependency values throws generation exception string gender null if dependency values null gender string dependency values get febrl gender generator field name if gender null gender get gender generator generate value dependency values return gender ,this method determines gender by first checking for an explicit , this method is used to generate a new object for the given object
1835,public string get local name return m local name ,returns the unqualified node name , return the name of this command
1836,public autentica empresa create autentica empresa return new autentica empresa ,create an instance of , create an instance of
1837,public int get stack pointer return sp ,returns the value of the stack pointer , provide the number of items that have been been since the last reset
1838,protected void handle possible turnover request request string session id request get requested session id if session id null long t1 system current time millis string jvm route get local jvm route request if jvm route null if log is debug enabled log debug sm get string jvm route missing jvm route attribute return handle jvm route request session id jvm route if log is debug enabled long t2 system current time millis long time t2 t1 log debug sm get string jvm route turnover info new long time ,handle possible session turn over , handle the login session
1839,public void fire contact remove completed msn contact contact for msn contact list listener listener contact list listeners listener contact remove completed this contact ,notify the listeners about the completion of a contact removal , notify the listeners about the completion of a contact addition
1840,public void set url encoding charset string charset this url encoding charset charset ,sets the charset that is used to do url encoding decoding , set the location of the search for the search result
1841,public void set sasl enable boolean sasl enable this sasl enable sasl enable ,sets the flag that enables an attempt to use the javax , sets whether or not the input
1842,public internal lxml filing build internal lxml filing throws exception string filing xml get filing content internal lxml filing filing new internal lxml filing impl filing xml filing set remote id get conversation id iterator attachments m message get attachments null attachment part part null while attachments has next part attachment part attachments next lxml filing attachment attachment new lxml filing attachment part get data handler filing add attachment attachment part get content id return filing ,create a new internal lxml filing and populate it comprehensively with , return a file object representing the internal directory for the
1843,private query search person query string search query string fields map string float per field int page number int window throws parse exception lucene part query parser parser new multi field query parser fields new whitespace analyzer per field org apache lucene search query lucene query lucene query parser parse search query hibernate search final full text query query get full text session create full text query lucene query person class query set first result page number 1 window query set max results window return query ,to guery single query againts multiple fields , returns the current search string with the given search position
1844,private void record batch terminated thread properties forced commit batch info core service locator get system service find batch info batch info get id batch info set date ended date sync get current time batch info set status terminated core service locator get system service update batch info batch info thread properties forced commit this log batch finished ,log that the batch terminated , method that shows the flow to make the game
1845,protected void rollback transaction throws exception if transaction null return transaction rollback ,the current transaction , removes the given listener from the pool
1846,public adapter create abstraction adapter return null ,creates a new adapter for an object of class , creates a new adapter for an object of class
1847,public void end page group current page group end page group document add page group current page group current page group null ,helper method to mark the of the page group , this method creates the page page to the page input stream
1848,private widget build argument panel thesis t only show the detail text if the user to see it panel pan new panel pan set header build argument title t pan pan set content build argument body t pan set width 100 show a nice border could be nicer panel new panel add pan set width 100 return ,build the widget for one argument , builds the view mode
1849,public xatransaction get xa transaction return xa transaction ,gets the value of the xa transaction property , gets the value of the transaction transaction property
1850,public void value changed list selection event e ignore extra messages if e get value is adjusting return list selection model list selection model e get source if is selection empty else int selected col get min selection index table context table context app context table context table context set selected view col selected col ,called whenever the value of the selection changes , called by the code method code
1851,public void remove usage usage map remove usage get key linked list remove usage ,removes the given usage object from the collection , remove the supplied code from the list of nodes
1852,private image get gun image if gun image null gun image image util get buffered image this resources images png return gun image ,gets the gun image , returns the image
1853,protected string generate single insert sql for prepare string insert sql preamble generate insert sql preamble string parameter place holders generate values expression with params return insert sql preamble parameter place holders ,generates the sql insert statement with parameters according to the meta information , generate a unique id for a unique context
1854,public void destroy only destroy this if we created the orb instance if created orb null created orb destroy created orb null ,destroy the created service , destroy the server instance
1855,public void update rows collection object p row objects fire table rows updated p row objects ,updates some rows , updates the table
1856,public void close httpclient get connection manager shutdown ,closing the connection , close the user
1857,public void set port bias address int address port bias address address ,set the bias address for ports , set the port to use for the authentication
1858,private void create lookups lookups put com util file comparator org collection file comparator lookups put com util comparators case insensitive string comparator org collection comparators case insensitive string comparator lookups put com util string comparator org collection string comparator lookups put com sun java util collections java util lookups put com media type org util media type ,adds all internal lookups , creates the content of the document that are needed to create the
1859,public void set filter filter filter query set filter filter get value ,set the filter char code that indicates type of filtering to be , set the collection of filter to be used for this
1860,public void add executor string type throws mbean exception service service try service service get managed resource catch instance not found exception e throw new mbean exception e catch runtime operations exception e throw new mbean exception e catch invalid target object type exception e throw new mbean exception e executor executor try executor executor class for name type new instance catch instantiation exception e throw new mbean exception e catch illegal access exception e throw new mbean exception e catch class not found exception e throw new mbean exception e service add executor executor ,adds a named executor to the service , add a new code method to code code method code
1861,public adapter create gen model gen enum adapter return null ,creates a new adapter for an object of class , creates a new adapter for an object of class
1862,public jtext pane get tb park info if tb park info null tb park info new jtext pane tb park info set bounds new rectangle 30 90 211 return tb park info ,this method initializes tb park info , this method initializes no hits button
1863,public flags get permanent flags we need a copy of our master set return new flags permanent flags ,get the permanent flags , returns the value of the current current node
1864,public boolean equals object object if this object return true if object instanceof user return false final user that user object if this user id that get user id return false return true ,returns code true code if the argument is an user instance and all , returns code true code if the argument is an instance instance and
1865,private jcheck box get visible check box if visible check box null visible check box new jcheck box visible check box set text visible visible check box set mnemonic g visible check box set displayed mnemonic index 8 return visible check box ,return the visible check box , return the visible scan check box
1866,public void clear map clear linked list clear ,removes all the entries in the collection , clears the list of all items that will be created
1867,public int get idcapacidad return id capacidad ,gets the value of the id capacidad property , gets the value of the id alu property
1868,public void set amplitude int value value value 0xf if value amplitude amplitude value ampl calculate amplitude amplitude make wave form ampl ,set the amplitude , sets the value of the given message as property
1869,public void add implements class implements if implements requires import add needed imports implements to imports this implements add implements ,add a code class code to the list of interfaces by body , adds a new entry to the list of class
1870,public void insert int index object o if elements is empty space get matrix put x y this array list elements add index o if o instanceof agent agent o set location this ,inserts the specified object at the specified index , inserts the specified object at the specified index in this
1871,public string get int sent id int word id if sent id this cur sent id if this cur sent id 1 this cur sent base this word ids this cur sent length this cur sent this cur sent id sent id int pos arrays binary search word ids this cur sent word id if pos 0 return empty else return this sem vals this values this cur sent base pos ,this retrieves the argument prediction for the given word in the given sentence , returns the total id of a given artifact
1872,public void add recipe info item final string item name this add to list item name this recipe info items ,adds a recipe info to the summary and increments recipe count for that , adds a new item to a table
1873,public void remove child container child if child null return synchronized children if children get child get name null return children remove child get name if started child instanceof lifecycle try if child instanceof container base if container base child started lifecycle child stop else lifecycle child stop catch lifecycle exception e log error container base remove child stop e fire container event remove child event child child set parent null ,remove an existing child container from association with this parent , removes the child child from this child
1874,protected void add is derived union property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui property is derived union feature non nls 1 get string ui property descriptor description ui property is derived union feature ui property type non nls 1 non nls 2 non nls 3 umlpackage literals property is derived union true false false item property descriptor boolean value image null null ,this adds a property descriptor for the is derived union feature , this adds a property descriptor for the is replace feature
