,Function,Original Comment,Predicted comment
2290,public int int year int month int int month day 0 31 59 90 120 181 304 int month day 0 31 60 91 121 182 int 0 check for year if year 4 0 month day month 1 else month day month 1 return ,convert day of month to day of year , this method is used to compare the range values for a
2291,protected boolean is offset valid int offset return get replacement offset offset ,checks whether the given offset is valid for this proposal , checks whether the given range is a valid
2292,public void append string delta string f buffer append delta string string string f buffer to string transfer data types new transfer text transfer get instance object data new object string f clipboard set contents data data types ,appends the given string to this clipboard , append imap search term information from a term item
2293,public void add listener t the listener m listeners add the listener ,adds a listener , adds a listener to the list of listeners
2294,public forward info get fw info return fw info ,gets the value of the fw info property , gets the value of the info info property
2295,public boolean is reachable from current station return reachable from current station ,returns true if the station is reachable from the station where the player , checks if is active
2296,public float get border stroke return this border stroke ,returns the stroke used to draw the chart border if visible , returns the stroke used to draw the grid lines against the range axis
2297,public int get sslverify depth return apr endpoint endpoint get sslverify depth ,ssl verify depth , return the number of bytes in this set
2298,protected void add is unique property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui operation is unique feature non nls 1 get string ui property descriptor description ui operation is unique feature ui operation type non nls 1 non nls 2 non nls 3 umlpackage literals operation is unique true false false item property descriptor boolean value image null null ,this adds a property descriptor for the is unique feature , this adds a property descriptor for the is feature
2299,public iterator get assigned users return get internal assigned users iterator ,returns all assigned users , returns a collection of users that are direct members of this group
2300,public string get warning boolean clear string result this warning to string if clear this warning set length 0 return result ,gets everything that has been logged using warn , gets the current status of a string
2301,private void store request status file file status file new file dir csr status filename file output stream fout null try fout new file output stream status file request status store fout csr status file header fout close catch exception e log error errors while storing request status file status file get absolute path e ,this methods stores the certificate request status file to disk , opens the file file into a file
2302,protected int modulus int value1 int value2 return value1 value2 ,calculates the modulus value1 value2 of two numbers , calculates the quotient of two numbers
2303,public boolean equals file file return this file equals file ,returns whether the directory given is the same as the one as described , check if file is a file
2304,public boolean supports stored procedures throws sqlexception return this conn version meets minimum 5 0 0 ,are stored procedure calls using the stored procedure escape syntax , is a database using the sql statement statement
2305,public entity type get type return this type ,getter for property type , gets the value of the type property
2306,public void remove index throws omms indexer exception m indexer remove index ,remove the index , removes the given node from the list
2307,public void install jsceditor editor isource viewer source viewer semantic highlighting presenter presenter semantic highlighting semantic highlightings highlighting highlightings f presenter presenter f semantic highlightings semantic highlightings f highlightings highlightings f editor editor f source viewer source viewer if f editor instanceof compilation unit editor compilation unit editor f editor add reconcile listener this else if f editor null f source viewer add text input listener this schedule job ,install this reconciler on the given editor presenter and highlightings , installs the receiver on code viewer code
2308,public screen get screen return get proxy get screen ,returns screen that contains this tile , returns the current target
2309,public string get key return string get package key ,gets the key of the package type , returns the key of the element
2310,public int width if this words is empty return 0 return this words get 0 length ,returns the number of columns for each word in the current sentence , returns the width of the two
2311,public boolean is first return select is first ,return true if were on the first record , return true if the first value is a valid
2312,public void set pretty plural string name set pretty plural name ,sets the pretty plural name for the meta object , sets the value of the name class property
2313,public void serialize element parent element action parent get owner document create element ns project xmlns action action set attribute id get id action set attribute label get label action set attribute mgr id mgr id parent append child action serialize ui prefs action element specific parent get owner document create element ns project xmlns specific action append child specific action manager mgr plugins get plugins get action mananger by id mgr id if mgr null mgr serialize this specific ,save this action to xml , this method is called when a new element is created
2314,public void test generate lu string sql select 1 2 from dual hash map string string lookups dbhelper generate lu sql assert equals lookups get 1 2 assert true lookups size 1 ,test of generate lu method of dbhelper , test of parse method of class org
2315,private void init head document document helper create document add this get proxy get tile config element config tag name element head create copy table head el get root element string get default sort state id if null handle sort table head el add attribute screen name this get screen get name table head el add attribute tile name this get name ,inits table header and sort , initialize the configuration for the given configuration
2316,public void sel un rem interfaces throws exception vector tmp ifs db interface db get unremoved interfaces db conn c device get device id c interfaces clear if tmp ifs null for int i 0 i tmp ifs size i c interfaces add tmp ifs element at i ,select unremoved interfaces from the database , select the device interfaces from a device interface
2317,public void remove xmldata source config data source config config super remove data source config config list fbs strutsconfig document get root element get child data sources get children data source for iterator i fbs iterator i has next element f element i next string key try key f get attribute key get value catch null pointer exception np e default value key new data source config get key if config get struts key value equals key f get parent remove content f break ,method remove source config , remove the specified configuration configuration instance
2318,public boolean is connected return m mobilis agent get connection null m mobilis agent get connection is connected false ,checks if xhunt service is connected to xmpp server , checks if is active
2319,protected int next byte throws messaging exception try int next in read if next 1 throw new messaging exception read error on imap server connection return next catch ioexception e throw new messaging exception unexpected error on server stream e ,get the next byte from the input stream handling read errors , returns the next token in the input stream
2320,public string to string return java get string version ,prints out human readable java version , returns a string representation of this object
2321,protected int string compare string string1 string string2 return string1 compare to string2 ,compares two strings lexicographically , compares two characters
2322,private void group by target linked list upd list hashtable op on same node enumeration it upd list elements while it has more elements update primitive up update primitive it next element vector ops if op on same node contains key up get target id ops vector op on same node get up get target id else ops new vector op on same node put up get target id ops ops add element up ,group a list of update primitives along the target id , method that the list of group is used to be used for the group
2323,public void decode tile pixels byte input rectangle new rect byte bdata if bits per sample 0 8 decode input units in this tile bdata else if bits per sample 0 4 since the data will still be 2 pixels into 1 byte calculate bytes in this tile int bytes in this tile if new rect width 8 0 bytes in this tile new rect width 2 new rect height else bytes in this tile new rect width 2 1 new rect height decode input bytes in this tile bdata ,decode a rectangle of pixels , skip over data
2324,private void check constraints activation spec spec throws invalid property exception if validated there are two potential validations self validation via the validate method and container driven validation using bean validation try spec validate catch unsupported operation exception ignore if not implemented if we have a validator factory at this point then validate the resource instance if validator factory null validator validator validator factory get validator set general set validator validate spec if general set is empty throw new constraint violation exception constraint violation for spec general set validated true ,validate an activation spec instance on the first usage , checks if the specified location is set to
2325,public void send redirect string location throws ioexception get http servlet response send redirect location ,the default behavior of this method is to return send redirect string location , send a message to the server
2326,public path type create path type return new path type ,create an instance of , create an instance of
2327,public boolean is paused by player return my paused by player ,see set paused by player , checks if is active
2328,public parameter get parameter int index throws index out of bounds exception return parameter parameters get index ,return the parameter at the provided index , return the parameter with the specified index
2329,public void test audited acsobject retrieve throws exception audited acsobject obj new dummy audited acsobject obj save audited acsobject obj2 new dummy audited acsobject obj get oid try check create info obj2 finally obj delete ,tests audited acsobject subclasses retrieve , test of the business process
2330,public void set ylocation int i y location i ,set the y location of the main frame , sets the number of the main frame
2331,public final point get screen hotspot if screen hotspot null return screen hotspot debug should handle multi measure debug should center half and whole override the y position to use the value from staff step offset y from the parent time slice s position at the top of the staff screen hotspot new final point get anchor get screen hotspot x get parent time slice get screen hotspot y notehead staff step offset y staff step return screen hotspot ,override the y position to use the value from staff step offset y , returns the screen at the specified coordinates
2332,public void set field9 long field9 binary header put long 40 field9 ,sets the acknowledged data size for this p2 p message , sets the value of the message identifier property
2333,public void set contract contract contract this contract contract ,sets the contract , sets the transition used to draw the transition
2334,public boolean equals object o if o instanceof email address return false return this to string equals o to string ,checks whether the object specified by i o i is equal to this , returns code true code if the argument is a argument and
2335,public void add junit test string file name string server password string package name string contents package n n junit test write file recompile ,add a junit test file to a module , adds a new item to the list of files
2336,public void generate xml page state state element parent m search query set value state string m search get value state data query search results data query m query get state if search results size 0 m matches generate xml state parent else m no matches generate xml state parent ,displays the appropriate frame , generates the xml for a given dom element
2337,public void print summary java io print stream out throws exception out print start date get start date n out print duration get duration m duration n out print due date get due date n ,prints a summary to a java , print the specified time in the date and output stream
2338,public string get table name int pos column info index of string table name column info substring 0 pos return table name ,accessor method returns the table name as string , returns the name of the column
2339,public jbutton get back button if back button null back button new jbutton back button set text resource get string back back button add action listener new java awt event action listener public void action performed java awt event action event e new graphic wizard controller controller new graphic wizard controller instance controller do back return back button ,this method initializes back button , this method initializes button
2340,public int get max receivers return 1 ,this device supports unlimited receivers , gets the value of the max number of property
2341,protected void unregister bundle bundle bundle url mailcap mail caps remove bundle get bundle id if mailcap null log log service log debug removing mailcap at mailcap rebuild command map ,remove a bundle from our potential mailcap pool , remove the specified lifecycle from the server
2342,public boolean scroll view should scroll to top uiscroll view scroll view return false ,bool scroll view should scroll to top uiscroll view scroll view , bool is equal to this view
2343,public void output storage if empty tree i e no supported sets do nothing if start ttree ref null return otherwise calculate storage system out println t tree storage calculate storage bytes ,commences the process of determining and outputting the storage , print the output stream
2344,public vector n get abs vel return sc v ,get the absolute inertial velocity of the spacecraft , returns the velocity of the velocity
2345,public string get output writer flush writer close return baos to string ,return the output written to the writer , returns a string representation of the object
2346,private void parse document get a factory saxparser factory spf saxparser factory new instance try system out println n n t parsing file at location n t t this wfspath get a new instance of parser saxparser sp spf new saxparser string path for parse new string this wfspath if this wfspath starts with http path for parse service wfs request get capabilities sp parse path for parse this catch saxexception se se print stack trace catch parser configuration exception pce pce print stack trace catch ioexception ie ie print stack trace system out println n file parsed ,method to call the sax parser , method to call the sax parser
2347,public void detach part general element part if get map contains key part get map remove part if is horizontal part set horizontal guide null else part set vertical guide null listeners fire property change property children null part ,the given part from this guide , move the given element to the given position
2348,public string copy scheme throw new runtime exception stub ,cfstring ref cfurlcopy scheme cfurlref an url , cfstring ref cgfont copy address cgfont ref font
2349,public action manager get action mananger by id string id return action managers get id ,get a action plugins instance given the id , returns the current user id
2350,private jtext field get tx if tx null tx new jtext field tx set bounds new rectangle 5 18 27 return tx ,this method initializes tx , this method initializes tx tx
2351,private void fill with keys map string coll list string l for string path coll key set if l contains path l add path ,populate l with keys of map ignoring duplicates , this method is used to fill the attributes for a map
2352,public state machine get state machine return state machine ,gets the state machine which implements this procedure , gets the state of this state machine
2353,public string to string string buffer buff new string buffer iterator it table iterate column names while it has next string nom col string it next string val string values get nom col if val null val val string util append buff null null val integer table get column sizes get nom col int value return buff to string ,la de string , returns a string representation of this object
2354,public void hardware moved address space event event hardware hardware event get hardware if event get type address space event add hardware instanceof cpmemulator emu cpmemulator hardware ,catch the code code when it is added to the , called when a message is received
2355,private void handle activation if f is handling activation return if f active part abstract text editor this f is handling activation true try safely sanity check state get editor input finally f is handling activation false ,handles the activation triggering a element state check in the editor , called after the code is modified annotation is modified
2356,protected void initialize editor set preference store editors plugin get default get preference store ,initializes this editor , initializes the default values
2357,public void set locale string locale name this locale name locale name locale find locale locale name locale ,set the locale used to format timestamps in log entries and in , sets the source name of this user
2358,protected pop3 connection get connection throws messaging exception the folder owns everything return pop3 folder folder get message connection ,get the current connection pool attached to the folder , get a connection from the server
2359,public void save filing internal lxml filing filing save filing filing generate key m base dir ,save a filing object to disk including all its attachments , save a filing to save a filing on a filing
2360,public void permanently delete m vc permanently delete this ,permanently delete this object along with all of the , delete a node
2361,protected file rename file file string new name throws file rename failed exception file new file new file file get parent file new name boolean success file rename to new file if success throw new file rename failed exception fehlgeschlagen bitte berpr fen sie ihre zugriffsrechte return new file ,renames a file , extracts the file zip file into a file
2362,private void send to client string queue name avg value iq boolean is for general row if is for general row agent detail item item agent rows get queue name if item null item set in queue iq else if agent row null agent row set in queue iq ,send info to client , send a service to type
2363,public void open login dialog loop get main thread handler post new runnable override public void run login dialog dialog create login dialog loop set current login dialog dialog dialog show ,opens a login dialog for the login part , opens a dialog
2364,protected int calculate font size double length int init size boolean is width int size init size if is width if length 400 size int length init size 400 else if length 250 size int length init size 250 return size end calculate font size ,calculates the size of the font to display based on the window size , calculates the size of the given element
2365,public void dispatch message e event type object params if synchronous list imessage listener e listeners new array list imessage listener e for map entry imessage listener e enum set e entry listener map entry set if entry get value contains event type listeners add entry get key for imessage listener e listener listeners try listener process message event type params catch exception e log error listener threw an exception e else thread factory execute new event runnable event type params ,notifies all interested listeners , notify an event listeners about the current state of the
2366,public void set converters converter set converters this converters converters ,set the converter set to use , sets the value of the source property
2367,public function signature get function signature if signature null return signature copy else todo what s the right policy here return null ,get the signature of this function , returns the variable of the given code class code
2368,public string get select return m sql ,get the sql select statement used to do a search , gets the value of the row table property
2369,public string get formated time gregorian calendar cal new gregorian calendar string min cal get cal minute prepend 0 so that it will be 2 digits if min length 1 min 0 min string hour cal get cal hour of day prepend 0 so that it will be 2 digits if hour length 1 hour 0 hour return hour min ,get a nicely formated time from the server , gets the time date
2370,public boolean supports open statements across commit throws sqlexception return false ,can statements remain open across commits , can a remain remain remain remain use remain remain remain remain remain remain driver
2371,protected void check number of outputs throws task exception if this output size 1 throw new task exception task exception err invalid params this id must have 1 output ,this issues an exception if the number of outputs is not correct , check that the message is not open
2372,public void add property change listener ij3d property change listener listener if null listener listeners add listener ,adds listener to the list of listeners , adds a property change listener
2373,public int get interpolation quality throw new runtime exception stub ,cginterpolation quality cgcontext get interpolation quality cgcontext ref context , boolean cgfont get current font cgfont ref font
2374,public cfdictionary path get value string path throw new runtime exception stub ,cfdictionary ref scpreferences path get value scpreferences ref prefs cfstring ref path , cfstring ref path get path value ref path ref the path
2375,protected string get uri final request request final response response return request get resource ref get remaining part ,if you want to re map the true uri to something else , return the internal request id for the specified code if any
2376,private component build group delete failed panel segmented panel main action link link new action link group action continue link add action listener new action listener public void action performed action event e page state ps e get page state display group info panel ps link set class attr action link label label new label group delete failed msg label set class attr delete failed message box panel p new box panel p add label p add link return main add segment group delete failed header p ,build a panel to display an error message when unable to delete , build the panel panel
2377,public void destroy m ini shutdown ,shut down the startup script , destroy this object
2378,public void set path string path string translated path null if path equals user home translated path system get property user home else if path equals user dir translated path system get property user dir else if path equals java io tmpdir translated path system get property java io tmpdir else translated path path if log is debug enabled log debug disk store path translated path this path translated path ,sets the path , sets the path of the resource
2379,public string title for state int state throw new runtime exception stub ,nsstring title for state uicontrol state state , void cancel with state handler nsstring state state
2380,public void reset set flags default paint flags m has compat scaling false m compat scaling m inv compat scaling 1 ,restores the paint to its default settings , set the value of the default flag
2381,public void set xunits string units x units units ,sets the x units , sets the y value of the coordinate
2382,public boolean long character is member int the long char throw new runtime exception stub ,bool long character is member char the long char , bool is equal to character nsstring a character
2383,protected string unquote string value assert value null assert value length 2 return value substring 1 value length 1 ,returns an unquoted value , returns the string representation of this field
2384,public int get sibling int word no direction which one find the node number string no this get word info word no word info head left sibling if which one direction left int ret 1 for int i 0 i word no i if this get word info i word info head equals no ret i return ret right sibling else for int i word no 1 i this get sentence length i if this get word info i word info head equals no return i return 1 ,returns the position of the given sibling of the given word , return the number of the available in the given number
2385,public key generator get key generator return key generator ,gets the value of the key generator property , gets the value of the key generator property
2386,public boolean was ok clicked return ok was clicked ,tells you if ok was clicked to close the dialog , returns whether the given node should be on the
2387,protected void close try if my sdline null my sdline close end try catch exception e todo better exception handling e print stack trace ,closes the sound freeing up system sound resources , close the connection
2388,public void set user id final integer user id if user id null throw new illegal argument exception user id can not be null set user id user id int value ,sets the unique user id associated with this user account , sets the id of the user
2389,public void set google maps key string google maps key this google maps key google maps key ,setter for the google maps key to use , sets the preference key for the visibility in the overview ruler
2390,public principal type create principal type return new principal type ,create an instance of , create an instance of
2391,public void store throws ioexception this store null ,stores the current properties map to the file , method that can be called from another applet or from javascript
2392,public void close prepared statement prepared statement pst throws sqlexception pst watcher close prepared statement pst ,closes a prepared statement object , close the current device result statement
2393,public cgpoint convert point from view cgpoint point uiview view throw new runtime exception stub ,cgpoint convert point cgpoint point from view uiview view , cgpoint cgpoint cgpoint point cgpoint point cgpoint point with cgpoint cgpoint view
2394,public boolean add faulty member faulty member mbr if this faulty members null this faulty members new array list faulty member if faulty members contains mbr return faulty members add mbr else return false ,adds a member , adds a member member to the list of nodes that can be
2395,public void close throws ioexception does nothing ,close the stream , close this object
2396,public boolean get hsa business classification name is valid if evaluator is empty business classification this healthcare types return false return true ,checks if the units business classification name is valid , checks if the units is valid
2397,public string get now date time stamp with seconds simple date format formatter new simple date format yyyy mm dd hh mm ss return formatter format calendar get instance get time ,actual time on the server , gets the last time time
2398,public void add int index job info info jobs add index info fire jobs changed new job info info job manager event type add index ,inserts the given job at the given index in this manager , adds a new element to the list of token
2399,public certificate get certificate string alias if is keystore locked return null try return keystore get certificate alias catch key store exception e log error unable to read certificate from keystore e return null ,gets a particular certificate from the keystore , gets the code java code of code code instance code
2400,public activity list object remove activity jframe owner int index int answer joption pane show confirm dialog owner delete this activity confirm delete joption pane yes no option joption pane question message if answer joption pane yes option return null return activity list object super remove element at index ,convenience method to remove an activity , this method initializes j panel
2401,public spacecraft get spacecraft string id return sc formation get spacecraft id ,get the spacecraft with the given id or return null , returns the last spacecraft id for the given key
2402,public float get x return body get position get x ,get the x coordinate of this entitys position , returns the x coordinate of the coordinate of this point point
2403,public void start list try conditional whitespace out write byte need white space false catch ioexception e ,mark the of a list value being written to , start the command
2404,public void set sprite sheet string sprite sheet int tw int th try this sprite sheet new sprite sheet sprite sheet tw th catch slick exception e log error error loading sprite sheet e get message ,set the sprite sheet of this player to another image , sets the variable to use for the specified
2405,public point get center object go if go null return null rectangle2 d r get bounds go null hm jgraph3 4 1 if go instanceof graph participant interface return new point int r get x int r get width 2 int r get y int r get height 2 return new point int r get x def par name width 2 int r get y int r get height 2 ,returns the central point of given graph object , returns the variable indicatd by the method name
2406,private void migrate overview ruler preference ipreference store store string preference abstract decorated text editor preference constants editor overview ruler string postfix migration non nls 1 string migrated migrated 3 1 non nls 1 string migration key preference postfix string migration value store get string migration key if migrated equals migration value store set value migration key migrated if store get boolean preference store set value preference true ,migrates the overview ruler preference by re enabling it , sets the preference key for the visibility in the overview ruler
2407,public boolean supports schemas in procedure calls throws sqlexception try return m meta data supports schemas in procedure calls catch sqlexception e throw m conn wrap e ,can a schema name be used in a procedure call statement , can a catalog name be used in a data statement
2408,public boolean no access modifiers todo see if this works return this modifiers class file constants acc private class file constants acc protected 0 ,returns true if no annotation access modifiers were defined for this class , checks whether the given class is a module
2409,public void set form form f super set form f m hour set form f m minute set form f if m show seconds m second set form f m am or pm set form f ,sets the form object for this widget , sets the form object used to create the form
2410,public void set link link link query link link ,set the link that defines a relationship between selects , sets the package
2411,public void restart health set size new dimension width height ,returns the green health bar back to 100 , sets the visibility in the visibility
2412,public service completion get service completion return service completion ,gets the value of the service completion property , gets the service service
2413,public void set purchases collection purchase bean purchases this purchases purchases ,set the collection of purchases of this order , sets the value of the collection property
2414,protected string generate session id string result null do if result null duplicates result session id generator generate session id while sessions contains key result return result ,generate and return a new session identifier , generates a unique id for the given id
2415,public acsobject get container big decimal id get to if id null oid oid new oid acsobject base data object type id try return acsobject domain object factory new instance oid catch data object not found exception ex fall through to the failure case at the bottom return null ,returns the container for this message , return the container for a given category
2416,protected void add super group property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui activity group super group feature non nls 1 get string ui property descriptor description ui activity group super group feature ui activity group type non nls 1 non nls 2 non nls 3 umlpackage literals activity group super group false false false null null new string org eclipse ui views properties expert non nls 1 ,this adds a property descriptor for the super group feature , this adds a property descriptor for the is package feature
2417,protected void add result property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui test identity action result feature non nls 1 get string ui property descriptor description ui test identity action result feature ui test identity action type non nls 1 non nls 2 non nls 3 umlpackage literals test identity action result true false true null null new string org eclipse ui views properties expert non nls 1 ,this adds a property descriptor for the result feature , this adds a property descriptor for the result feature
2418,public script parameter get parameter return param ,returns the script parameter to be edited by this adapter , returns the parameter value for this parameter
2419,public void register page page super register page page add action listener new action listener public void action performed action event event page state state event get page state if state is visible on page administration pane this return if get add link is selected state if get list get selection model is selected state select first type state calculate visibility state ,registers an action listener to the page controlling which panes , register a page to the page
2420,public string add service user string p service id service user bean p user login string res servicecall try long sid long parse long p service id guse service bean tmp dh get i get guse service sid if tmp null dh get i persist service user tmp p user login else res error valid catch number format exception e0 res error input catch exception e1 res error datahandler e1 print stack trace return res ,defining new service user , add a new service to the set of session currently currently currently
2421,public void set portal url string portal url this portal url portal url ,setter method of the portal url , sets the url of the source source
2422,public void set max post size integer value this max post size value ,sets the value of the max post size property , sets the value of the max size property
2423,private void start managing thread set up hasher thread hashed files manager manager new hashed files manager low priority thread manager set priority thread min priority manager set name hashed files manager manager start ,the managing thread , start the thread thread for the thread name
2424,public boolean is dependency task task return get dependencies internal contains task ,checks whether this task depends directly on another task , returns true if this task is a task
2425,public void set bidder team team team bidder team team ,sets the bidder team , sets the pair team
2426,public void add security role string role synchronized security roles string results new string security roles length 1 for int i 0 i security roles length i results i security roles i results security roles length role security roles results fire container event add security role role ,add a new security role for this web application , add a code role code attribute to the code class code
2427,public int dispose throw new runtime exception stub ,osstatus midithru connection dispose midithru connection ref connection , osstatus augraph is augraph in graph
2428,public boolean has id return has id ,returns if the value has a database id , checks if a method is unique for the specified id
2429,public string get class name return java lang object ,we will return an object , gets the class name of this class
2430,protected jpanel create control panel return new jpanel ,override to create control panel , create an instance of
2431,private int get direction float prev float curr if curr prev return 1 else if curr prev return 1 else return 0 ,determines the direction of the price time , calculates the number of seconds that have been been performed
2432,public integer get doc length return this doc length ,get the doc length , return the length of the message
2433,public toggle link get add link return m add link ,get the bebop to add a new staff role , return a link link
2434,public void set head style attr string style assert assert not locked this set attribute style style ,sets the style attribute for the columns header , sets the compare style collection of this columns to the specified value
2435,public string get work dir return this opts work dir ,returns the current working directory with path separator character at the , returns the base resource value
2436,public boolean last return m coll a last m coll b last ,moves the cursor to the last object in the collection , moves the cursor to the first object in the collection
2437,public void load file file throws java io ioexception image data buffered input stream f new buffered input stream new file input stream file char buffer new char 65536 int c idx 0 while c f read 1 buffer idx char c if idx buffer length image data new string buffer idx 0 if idx 0 image data new string buffer 0 idx set icon new image icon image data get bytes ,load image from a file , load the files from the given file
2438,public object read org omg corba portable input stream in org omg corba 2 3 portable input stream in org omg corba 2 3 portable input stream in return in read abstract interface ,read an instance of this value from a cdr stream , read an instance of this value from a cdr stream
2439,public boolean set time gregorian calendar c if null c return false time set time c get time return true ,set the date of the garage sale , sets the value of the max time time property
2440,public void protocol reply received protocol command event event writer print update manager ftp event get message writer flush ,description of the method , execute a message
2441,public void do delete instance action request request action response response throws portlet exception do details request response real workflow utils get instance delete workflow instance request get remote user request get parameter workflow request get parameter ,deletion of workflow instance , override to handle button action
2442,public template get template string file name throws ioexception template free marker template config get template file name return free marker template ,free marker is a party library for creating text templates , returns the source file name of this file
2443,public object type get object type return m data object get object type ,returns the type of this persistent object , returns the object type of this object
2444,public void test audited acsobject null throws exception m current user null m current ip null audited acsobject obj new dummy audited acsobject obj save try check create equals modified obj finally obj delete ,tests whether null works for user info etc , test of the business process start with illegal argument
2445,public void set pairs hash map string pair pairs this pairs pairs ,sets the pairs , sets the value of the seat hours property
2446,public string get sql if sql null return sql return ,get sql declaration of this domain , get the sql statement for this table
2447,public string sort by final string field name final int ascending return get wrapped sort by field name ascending ,sort by the given field , performs a date of a date object
2448,public void add component pc add pc true ,adds a component to container , adds a new container to this container
2449,public boolean is continued return continued ,indicates whether this response is flagged as part of a multiple line , gets the value of the is used property
2450,public boolean has objects string loc return false not implemented yet ,checks whether objects can be at the location , returns whether the given node is a valid
2451,public void set tick marks visible boolean flag if flag this tick marks visible this tick marks visible flag ,sets the flag that indicates whether or not the tick marks are showing , sets whether the minimum flag should be displayed or not
2452,public void run while run socket client null try client accept client handler handle client processor get instance catch ioexception ioe client handler error ioe try client close catch exception e ,the processing of the server see thread or runnable , method that can be called from another applet or from javascript
2453,public state vertex get source return source ,gets the source state of this transition , returns the current source of the collection
2454,protected string receive line throws messaging exception return receive line timeout ,receives one line from the server , returns a string representation of the line
2455,public location get cell at int x int y location cell location get matrix get xnorm x ynorm y if cell null cell new object2 dlocation this xnorm x ynorm y return cell ,gets the location object at the specified coordinates , returns the list of objects in the specified coordinates
2456,public void set webapp root file f m webapp root f ,configures this resource manager to use the specified webapp , sets the root root directory for this content section
2457,public void continue interface rsinterface rsi raw packet action constants at continue text 0 0 rsi interface id ,continue at interface where its click here to continue , executes the given command
2458,public void set page path string page path this page path page path ,sets the page path , sets the path of the file
2459,public void put request parameter string parameter name string parameter value get mock external context put request parameter parameter name parameter value ,adds a request parameter to the configured external context , puts a parameter into the parameter map
2460,public void set outbound resourceadapter outbound resourceadapter type value this outbound resourceadapter value ,sets the value of the outbound resourceadapter property , sets the value of the web container property
2461,public void run automated automated install data idata ixmlelement panel root ixmlelement sel panel root get first child named node name vector ixmlelement pm sel get children named entry system out println start variables for ixmlelement el pm string key el get attribute key string value el get attribute value idata set variable key value system out println variable key set to value system out println finish variables ,asks to run in the automated mode , execute the command
2462,public string get module prefix return module prefix ,returns the module prefix , returns the source of the source
2463,public void send control message failed messaging service error event event ,p called by the messaging service when sending a control message fails , send a message to the underlying server
2464,public cfarray copy bundle localizations throw new runtime exception stub ,cfarray ref cfbundle copy bundle localizations cfbundle ref bundle , cfarray ref cgfont copy copy of font cgfont ref font
2465,public void turn off throws radio exception this check disposed this my surfer dispose this my surfer null log sending power off this perform command power down byte log got power off reply this dispose this notify gui off ,turns the radio off , this is only called after the is modified to be
2466,protected int get selected index return 1 ,override to return selected entitys index , return the index of the node
2467,private int do execute update string sql throws sqlexception try log query execute update sql long time system current time millis if m needs auto commit off m conn flag needs auto commit off int ret m stmt execute update sql time system current time millis time log query execute update sql time return ret catch sqlexception e log sqlexception and rethrow exception log exception execute update sql e throw m conn wrap e ,the actual execute update wrapped to implement the close after use , method that creates a new device for a specific node
