,Function,Original Comment,Predicted comment
5681,public string get protocol return new string protocol ,return the protocol , gets the value of the protocol from property
5682,public int get numeric id return integer parse int sc id ,return a numerical representation of the string id , gets the id id of this travel
5683,protected void add role string description string role roles set property role description ,adds a feature to the role attribute of the user edit tag object , add a new role to the list of role
5684,public void curveto double x1 double y1 double x2 double y2 double x3 double y3 np pw println cxy x1 y1 cxy x2 y2 cxy x3 y3 c lx int x3 ly int y3 ,this extension appends a bezier curve to the path , this function will be called by the vector of a given vector
5685,public string get from return tffrom get text ,method get from retrieve of period to retrieve quote , returns the string representation of the scan2 d object
5686,protected void perform revert idocument provider provider get document provider if provider null return try provider about to change get editor input provider reset document get editor input editor saved catch core exception x istatus status x get status if status null status get severity istatus cancel shell shell get site get shell string title editor messages editor error revert title string msg editor messages editor error revert message error dialog open error shell title msg x get status finally provider changed get editor input ,performs revert and handles errors appropriately , this method is called when the provider is modified
5687,public boolean is seen int article return group info is article seen article ,return the seen state for an article in a folder , check if there is a valid message
5688,public void edit user dialog edit user my user editor new dialog edit user this dbwrapper get current game user get user my user editor set visible true my panel map my2 dview full repaint ,edit the user , show the dialog about the current editor
5689,protected string get help id if my owner instanceof xmlattribute return xpdl elements my owner get parent to name my owner to name else if my owner instanceof xmlcomplex choice if my owner get parent null return xpdl elements my owner get parent to name else system out println no parent found for my owner return return xpdl elements my owner to name ,gets the help element to show with this editor , returns the id of the descriptor
5690,public void set attributed string for zero nsattributed string new attributed string throw new runtime exception stub ,void set attributed string for zero nsattributed string new attributed string , void set string nsstring string
5691,public string to string org omg cos naming name component n throws org omg cos naming naming context package invalid name validate name n log name component to string name n convert the first part of the name string buffer value new string buffer convert the first component then build up from there name to string n 0 value the remainder need to get a separator for int i 1 i n length i value append name to string n i value return value to string ,convert an array of name components into the string , returns a string representation of this object
5692,protected void receive up event event evt if evt get type event get digest stable ok digest promise set result evt get arg return super receive up event evt ,we need to receive this event out of band otherwise we would block , perform a new event
5693,public void set preference store ipreference store store f store store synchronize with preference ,sets the preference store of this action , set the current user
5694,public void document activated xal internal document document ,handle the document activated event , load the application properties
5695,protected void constants setup app name rak tools app version version version app banner version banner need options false rak system rak new rak system i18n property resource bundle get bundle org rakiura rak tool i18n assign version rak get configurator get locale ,application banner name and version , sets up the given resource
5696,public void set filtered signals selected final boolean selected synchronized data lock controller select signals filtered signals selected ,select deselect the list of filtered signals , set the selected selected
5697,public collection as set collection root super root ,creates a new collection as set , creates a new collection of all objects
5698,public operation lookup implicit operation string name list params context environment lookup implicit operation name string params sequence classifier operation pre none post let found operation operation named elements select may be implicit any ne not ne get type lookup operation name params ocl is undefined in result if found operation ocl is undefined then self parent lookup implicit operation name else found operation endif operation with source ows lookup implicit operation with source name params if ows null return null else return ows get operation ,lookup up an operation of an implicitly named element with given name and , returns a code class code for the current position in
5699,public void handle client final octane client handler thread self try this read client input self this parse input headers self if is index page this write client output index self else this write client output self catch ioexception e e print stack trace finally try if this output stream null this output stream flush this output stream close if this data input stream null this data input stream close client close catch ioexception e2 system out println server closing connection socket this client end of try catch finally ,implementation routine handle client , handles an existing connection
5700,public folder copy folder clone try clone folder super clone catch clone not supported exception e throw new illegal state exception if has folders clone folders new array list folder folders size for folder sub folder folders clone add sub folder copy return clone ,returns a clone of this folder and its subtree , creates a new instance of a content source
5701,public void add section article section section integer rank log info adding section section get name with rank rank to string section set rank rank section set master this add sections section save ,add the specified article section to this object , add a new item to the list of properties
5702,public configuration configure string resource if resource null throw new illegal argument exception resource parameter required try calling configure log info loading settings from resource resource input stream stream get config input stream resource return do configure stream resource ,load configuration settings from the given resource , creates a new instance of the given resource
5703,public string get description return references ,get a description for this entity type , gets the description
5704,public string get storage path return storage path ,returns a path to the storage file , gets the path of the path
5705,public boolean is property modified string name validate return m data is property modified name ,returns true if the property specified by i name i has been modified , returns code true code if the property is a
5706,public void set ns corbaloc string value this ns corbaloc value ,sets the value of the ns corbaloc property , sets the value of the ejb property
5707,public void set object object an object object a key throw new runtime exception stub ,void set object id an object for key id a key , void set object id for key nsstring key
5708,public void subscribe collection exceptions if log is trace enabled log trace entering subscribe if boundary events size 0 throw new runtime exception assert double subscribed for iterator iterator exceptions iterator iterator has next bpevent event bpevent iterator next string threadid event get source thread string id null if event instanceof bpexception id bpexception event get model id new bpevent subscriber event get type id event get event id threadid this ,register all our event subscribers , this method is called by the current state of the current state
5709,private string font to string font font if font null return font get font name font get size else return localization resources get string no font selected ,returns a string representation of the specified font , returns the font for the given font
5710,public char get validity of data return validity of data ,returns the validity of data , get the number of my events
5711,public void remove process listener form process listener listener assert assert not null listener process listener assert assert not locked this m listeners remove form process listener class listener ,removes the specified process listener from the , removes a listener from the listener
5712,public string get type specific info return m doc get document type specific info ,returns type specific info , returns the type of the feature type
5713,public void test to string system out println to string maitredujeu instance new maitredujeu string exp result string result instance to string assert equals exp result result todo review the generated test code and remove the default call to fail fail the test case is a prototype ,test of to string method of class entity , test of string method of class entity
5714,public boolean is daylight saving time throw new runtime exception stub ,bool is daylight saving time , bool is set time supported
5715,public adapter create gen parameter adapter return null ,creates a new adapter for an object of class , creates a new adapter for an object of class
5716,public void times equals double s this get matrix times s this get matrix set 6 0 1 0 ,in place scalar multiplication , this method is used to vector vector vector
5717,public void test set id system out println set id int id 0 machine instance new machine instance set id id todo review the generated test code and remove the default call to fail fail the test case is a prototype ,test of set id method of class entity , test for the setter of the property id
5718,public void add operations list ops boolean wait throw new runtime exception stub ,void add operations nsarray ops wait until finished bool wait , void add a new response
5719,public void get value double vec vec 0 value 0 vec 1 value 1 vec 2 value 2 ,gets the value attribute of the sfvec3f object , gets the value attribute of the const sfcolor object
5720,public long expires at return expires at ,get information when lease expires , returns the number of index in the player
5721,public void test disconnect connect two tunnel throws exception string props get tunnelprops start router start gossip server jchannel coordinator new jchannel props coordinator connect testgroup channel new jchannel props channel connect testgroup1 channel disconnect channel connect testgroup view view channel get view assert equals 2 view size assert true view contains member channel get local address assert true view contains member coordinator get local address coordinator close ,tests connect disconnect connect sequence for a group with two members , tests the waveform process
5722,public void set stored in servlet context string stored in servlet context try this store in servlet context boolean value of stored in servlet context catch exception e if log is debug enabled log debug setting stored in servlet context to stored in servlet context ,setter for property stored in servlet context , sets the value of the container context context name property
5723,public void add document document document add documents new document document ,will open a new writer if , adds a new document to the list of document
5724,public void set forumtags pk forumtags pk forumtags pk this forumtags pk forumtags pk ,sets the forumtags pk of this forumtags to the specified value , sets the pk of this feature
5725,public cyc list flatten final cyc list result new cyc list final iterator i this iterator while i has next object obj i next if obj instanceof cyc list result add all cyc list obj flatten else result add obj end while if is proper list result add get dotted element return result ,flatten the list , list all all elements in the list
5726,public void set state download request state state this state state notifies the event listeners that the state of the download request has changed fire download request state changed ,set the state of the download request , set the state of the current state
5727,public void remove all series if this data size 0 return nothing to do deregister the collection as a change listener to each series in the collection for int i 0 i this data size i ohlcseries series ohlcseries this data get i series remove change listener this remove all the series from the collection and notify listeners this data clear fire dataset changed new dataset change info todo fill in real change info ,removes all the series from the collection and sends a , removes a series from the collection
5728,protected event result boolean boolean result return get event factory support event this boolean result ,returns yes if the boolean result is true no if false , handle the event in which the parameters variable has changed
5729,public void remove schema string schema reference this schemas remove schema reference ,remove a specific schema , remove a given entry from the database
5730,public void warn object obj string message try logger loggers get obj get class get name warn message catch null pointer exception ne if loggers get obj get class get name null set new class to log obj warn obj message recursive yikes catch exception e ,this method will log for severity level warn , this method will log for severity level info
5731,public void set xml file final string xml file name try final builder xml b xml new builder xml xml file name root b xml get root j tree map set root this root tree model set root this root panel tm3 set visible false catch final parse exception e e print stack trace joption pane show message dialog this e get message file error joption pane error message ,set the xml file corresponding to the tree map , set the file to be used in the document
5732,private void init throws exception media default options set options new com sun rave web ui model option new com sun rave web ui model option phone phone new com sun rave web ui model option email email new com sun rave web ui model option fax fax new com sun rave web ui model option mail mail ,p automatically managed component initialization , p automatically managed component initialization
5733,protected int size return m container size ,returns the number of elements in the container , returns the number of bytes in this formation
5734,private void db extract data result set sql results throws sqlexception this device id sql results get long 1 this if index sql results get int 2 this if descr sql results get string 3 this if speed sql results get long 4 this if oper status sql results get int 5 this monitored sql results get boolean 6 this removed sql results get boolean 7 ,extract the data from a result set and place into this device interface , this method is called by the current listener in the database
5735,public string export as xml debug debug method begin string buffer sb new string buffer 1000 sb append font iterator iterator css params values iterator while iterator has next sb append marshallable iterator next export as xml sb append font debug debug method end return sb to string ,exports the content of the font as xml formated string , returns an xml representation of this object
5736,public void set locator string locator this locator locator ,sets the class service that has caused the exception , set the field bg user
5737,private string map prefix string prefix ability to specify a mapping is as of yet unimplemented if prefix null return null else throw new illegal argument exception unknown prefix prefix ,returns a uri for the given prefix given our mappings , returns the url of the given string
5738,public void set controller controller controller b controller blms controller controller ,method set controller , set the selected controller
5739,public void set mnemonic char c mnemonic c ,set the mnemonic for this launch , sets the value of the sfcolor property
5740,public string to string return value to return null ,change the value into a string , returns a string representation of this object
5741,public void session handler selected document model source logger session handler handler update channels inspector update log text update logger info ,notification that a new logger session has been selected , notification that a new snapshot has been selected
5742,public void register defaults map registration dictionary throw new runtime exception stub ,void register defaults nsdictionary registration dictionary , void register page page page
5743,private list read catalog url catalog catalog parser cat parser new catalog parser catalog return cat parser get extension list ,reads an extensions catalog from the xml at catalog and builds list of , reads the given url from the given url
5744,public void set annotations com ontotext kim ws corpora annotations this annotations annotations ,sets the annotations value for this kimdocument , sets the value of the scan2 d property
5745,private jtext field get gsmj text field if gsmj text field null gsmj text field new jtext field gsmj text field set location new point 210 300 gsmj text field set font new font candara font plain 12 gsmj text field set size new dimension 172 25 return gsmj text field ,this method initializes gsmj text field , this method initializes text text field
5746,public string url axis tick marks if ticks marks set return string value of tick mark size return null ,returns the url part for the axis tick marks , returns the url for the specified axis
5747,public void update player states list round status info player states for round status info info player states xhunt player player game players get info get player jid player set current target info get target id player set current target final info get is target final player set reached target info get target reached ,update the states of the players like target reached etc , updates the player
5748,public string get mnemonic opcode opcode get opcode if opcode null return bytecode get unsigned byte 0 else return opcode to string to lower case ,get the mnemonic for this instruction or a default string if the , returns the variable indicatd by the method name
5749,private jar entry find entry jar file file string entry name jar entry entry entry get jar entry file entry name if entry null system out println original name ok return entry entry get jar entry file entry name to lower case if entry null system out println lowercase name ok return entry return get jar entry file entry name to upper case ,due to the fact that java wants case and windows doesnt , returns the files of the given file
5750,public object convert parameter value to object string parameter value return convert jspon string to object parameter value ,this converts a string value to an object using jspon conversion , returns the value of the specified attribute
5751,protected string get ontology nickname string name space resource resource int len name space length 1 string key name space substring 0 len string nickname string ontology nicknames get key if nickname null if verbosity 2 log current println n ontology nickname not found for key n resource resource to string nickname unknown return nickname ,returns the ontology nickname for the given xml namespace , returns the xml representation of the given address
5752,public void select int row grid cell listener adapter grid cell listener adapter first grid get selection model select row row grid cell listener adapter on cell click null 0 0 null ,set selected any row for pretty view , select the row
5753,public void set relationship key paths for prefetching list keys throw new runtime exception stub ,void set relationship key paths for prefetching nsarray keys , void set id id nsarray array id
5754,private jbutton get ok button if ok button null ok button new jbutton ok button set text ok ok button add action listener new action listener public void action performed action event e todo disable button when no transformation was selected todo textfield for transformation name transformer meta data meta transformer meta data get transformation list get selected value if meta null meta set name get name field get text get frame get editor get current graph add transformation meta add transformation this set visible false add transformation this dispose return ok button ,this method initializes ok button , this method initializes j button
5755,public boolean is video type return type conforms to uttype video type conforms to uttype quick time movie type conforms to uttype mpeg type conforms to uttype mpeg4 type conforms to uttype content ,gets the video type attribute of the inline media asset selector object , returns code true code if the type type is a
5756,protected void execute undoable command command abstract plug in execute command get panel ,optional means of execution with , runs the command
5757,public boolean is reserved return is reserved mission reserved for maintenance ,checks if the vehicle is reserved for any reason , returns true if the first value is not in the second
5758,private void fire selection replaced for iterator i listeners iterator i has next attribute table panel listener listener attribute table panel listener i next listener selection replaced this ,called when the user creates a new selection rather than adding to the , notify all listeners that the current state has changed
5759,public constraint clause add custom columns object column strs columns add objects converter custom column to obj column strs return this ,adds a custom column to the constraint definition , adds a columns to the given columns
5760,public void add string key component c simple container active new simple container c set class attr dimension bar option active add c add key c active ,add a dimension to the slider bar , adds a key to the key
5761,public void set cluster cluster type value this cluster value ,sets the value of the cluster property , sets the value of the no value property
5762,public void adjust to page setup changes does nothing by default ,called after the page setup has changed , sets the value of the editor property
5763,protected void add include property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui use case include feature non nls 1 get string ui property descriptor description ui use case include feature ui use case type non nls 1 non nls 2 non nls 3 umlpackage literals use case include true false true null null new string org eclipse ui views properties expert non nls 1 ,this adds a property descriptor for the include feature , this adds a property descriptor for the body feature
5764,public void fill in closure set result boolean epsilon only boolean forward smedge cur smnode next result add this iterator it if forward it outgoing iterator else it incoming iterator while it has next cur smedge it next if epsilon only cur get label null epsilon transition if forward next cur get target else next cur get source handle direction if result contains next we haven t visited that node next fill in closure result epsilon only forward ,computes the closure of the node i , fills the current parameters
5765,public void test payer traite system out println payer traite etat e null etat facade instance new etat facade instance payer traite e todo review the generated test code and remove the default call to fail fail the test case is a prototype ,test of payer traite method of class entity , test of find method of class entity
5766,public boolean is free return free ,returns true if the tt map size tt represents a field combination , returns true if the first object is a valid
5767,protected object get variable string name return variables get name ,returns a variable value , returns the value of the attribute
5768,public void run script string script j spec view frame run script now script ,no here called by main frame , runs the command
5769,public void set amplitude int value value value 0xf if value amplitude amplitude value ampl calculate amplitude amplitude make wave form ampl ,set the amplitude , sets the value of the slider
5770,public void set user string user set user user ,sets the user , set the user password
5771,public void register string group address mbr vector mbrs if group null mbr null trace error gossip client register group or mbr is null return mbrs vector groups get group if mbrs null mbrs new vector mbrs add element mbr groups put group mbrs else if mbrs contains mbr mbrs add element mbr register group mbr update entry in gossip server if timer running timer schedule task expiry time expiry time timer running true ,adds the member to the given group , register a new group into the database
5772,private void init castor sections final string test case name final boolean consider method name jpatterns test utils set jvmprops params zmicer test utils common test cases common props null null true jpatterns test utils set jvmxml params jpengine impl test class consider method name test case name null true jp engine impl new jpengine impl jp engine impl init jpconstants engine config category consumer ,just init the testing environment , initialize the database
5773,public boolean is other return this other ,is this message other data , returns true if the first value is empty
5774,protected void set is boolean value this is value set visibility to 10 set visibility in new float 10 ,this function will also set visibility to 10 km since , sets the value of the default property
5775,private void gen preamble static initializers out printil private static final jsp factory jspx factory jsp factory get default factory out println static data for get dependants out printil private static java util list string jspx dependants out println list string dependants page info get dependants iterator string iter dependants iterator if dependants is empty out printil static out push indent out printin jspx dependants new java util array list string out print dependants size out println while iter has next out printin jspx dependants add out print iter next out println out pop indent out printil out println ,generation of static in preamble , description of the method
5776,public vm info create vm info return new vm info ,create an instance of , create an instance of
5777,public ct transform type export final transform type type return type null new ct transform type type get value null ,construct an open gis enum from a transform type , returns a copy of this tags with a given type
5778,public void set value int w int h int d byte p width w height h depth d if w h d 0 pixels new byte p length could check h w d p length try system arraycopy p 0 pixels 0 p length catch exception e system err println sfimage set value exception e else pixels null route be very careful since the new new new new semantic is route to copy ,sets the value attribute of the sfimage object , sets the value attribute of the scan2 d object
5779,public uiview controller pop view controller animated boolean animated throw new runtime exception stub ,uiview controller pop view controller animated bool animated , void main view view
5780,private void load app tree tree node node new tree node node set name applications node set parrent root application layer root application layer add child node read files applications node ,load the in memory application starting up , load the document tree
5781,public short get minor return minor ,gets the value of the minor property , gets the value of the max property
5782,public void set coordinates coordinates c if c null center coords c ,sets the center coordinates of the globe , sets the position of the x
5783,public void set recipe id int recipe id this recipe id recipe id ,sets the recipe id of this imagecache to the specified value , sets the id of the metadata
5784,public string get tag name return this tagname ,gets the name node filters tagname field , returns the name of the tag
5785,public void init world add listener new collision echo view port set tiled dimensions this width constants tile width this height constants tile height build borders build simple section build layers ,initialise the tile map , initialize the listener
5786,public void add connection connection configuration connection configuration throws configuration exception if get connection connection configuration get id null connections add connection configuration else string msg connection configuration for connection configuration get id already exists logger error msg throw new configuration exception msg ,adds a connection configuration , add a connection to the database
5787,public void update data model set data parent get clients parent get times model fire table data changed ,updates the table , update the table model
5788,public long get resource id return resource id ,returns the resource id , returns the current resource
5789,public array of competencia be get get competencias result return get competencias result ,gets the value of the get competencias result property , get the value of the get request
5790,public void set value for key final double value final string key set value for key new double value key ,set the double value to associate with the specified key , set the value of a property
5791,public boolean on create options menu menu menu menu inflater inflater get menu inflater inflater inflate r menu map menu return true ,overrides the on create , create an instance of
5792,public void set pool size class c int num pool p pool m pools get c get name if p null p new pool m pools put c get name p p set pool size c num ,sets the pool size for components of class code c code , sets the job
5793,public object prepare with invocation target object target throw new runtime exception stub ,id prepare with invocation target id target , void process process
5794,public void show with owner javax swing jdialog owner status show open dialog owner ,show the chooser relative to the owner , show the window window
5795,public boolean shares group int groups throws remote exception if this user have no groups no need to check anything if groups null return false loop the for int i 0 i groups length i loop my groups to compare with for int j 0 j users groups length j we share this group if groups i users groups j return true return false ,used to determine if we share groups with a user , this method is called by the group group
5796,public string get name string name get resource get name if is reference return name else string mapped mapper map file name name return mapped null mapped length 0 mapped 0 null ,maps the name , returns the name of the given resource
5797,private jmenu item get not if not null not new jmenu item not set text not not add action listener new java awt event action listener public void action performed java awt event action event e return not ,this method initializes j menu item1 , this method initializes j menu
5798,public void remove all rows row rows m rows to array new row 0 m selection deselect m selection set size 0 notify of rows will be removed rows m rows clear for row element rows element set owner null notify of rows were removed rows ,removes all rows , removes a row from the table
5799,public void delete test final test p test throws qc exception check login check permission permission enum delete test try if p test get id null log info deleting test p test get id active xcomponent l test factory connection get connection get property as component test factory l test factory invoke remove item p test get id if log is debug enabled log debug test successfully deleted catch com fail exception e throw new qc exception error deleting test p test get name e ,delete a test , description of the method
5800,public void action remote assist action performed action event e throws exception ,output action remote assist action performed , output action submit action performed
5801,public int compare to object o if o instanceof science return name compare to science o name else return 0 ,compares this object with the specified object for order , compares this object to another object
5802,public boolean equals string s switch type case t str if str value null return s null return str value equals s case t chars return char c equals s case t bytes return byte c equals s default return false ,compares the message bytes to the specified string object , compares the specified value to the specified date
5803,public list get path return m path ,returns the current path , returns the path of the file
5804,public void assign objects java util list objects ,assign a set of aggregates given in objects , sets the value of the activation property
5805,protected content get nav link class use content li html tree li use label return li ,get the word use to indicate that link is not available , get the link
5806,public void resign first responder common view view layer back while view get superview null view view get superview resign first responder for view hierarchy layer back ,under android it is sufficient to hide the keyboard for the top level , this method is called by the view
5807,public alter table query set add custom column object column return set action new add column action column ,sets the alter table action to add the given column , adds a column to the table
5808,private string get item int section int row return section 0 colors row row ,helper function to retrieve an item from a given section row , get the item item
5809,public string get as text object value get value if value instanceof properties byte array output stream baos new byte array output stream try properties value store baos null catch ioexception e any errors here are just a property exception throw new property editor exception e get message e return baos to string return value ,provides a string version of a properties object suitable , returns the value of the specified attribute
5810,public void update view menu collection jmenu item menu items view menu remove all add layout menu items if layout menu items null for jmenu item item layout menu items view menu add item view menu add separator add additional menu items for jmenu item menu item menu items view menu add menu item hide menu if no items in it view menu set visible menu items is empty ,update view menu with given menu items , update the menu menu
5811,public boolean is empty caller id return empty caller id ,gets the value of the empty caller id property , returns true if the id is empty
5812,private double enter rover double time time enter airlock time rover get airlock add experience points add experience time if entered airlock inventory p inv person get inventory if p inv contains unit class container type load containers in rover iterator unit i p inv find all units of class container type iterator while i has next unit container i next p inv retrieve unit container rover get inventory store unit container else end task return time return 0 d ,perform the enter rover phase of the task , perform the exit airlock phase of the task
5813,protected void add widgets add new label globalization util globalize cms ui authoring content type add new label get item selection model get content type get label add new label globalization util globalize cms ui language field add new language widget language super add widgets ,add various widgets to the form , add a new item to the set of label
5814,public fvector to vector make all the objects int i max total voxels gacolor vals new gacolor i max for int i 0 i i max i vals i new gacolor ga i return new fvector vals ,return values in this block as a vector , return values in this block as a vector
5815,private jmenu bar get jjmenu bar if j jmenu bar null j jmenu bar new jmenu bar j jmenu bar add get jmenu file j jmenu bar add get jmenu sair return j jmenu bar ,this method initializes j jmenu bar , this method initializes j text bar
5816,public void build package doc xmlnode node content content tree throws exception content tree package writer get package header util get package name package doc build children node content tree package writer add package footer content tree package writer print document content tree package writer close util copy doc files configuration util get package source path configuration package doc directory manager get directory path package doc file separator doclet constants doc files dir name true ,build the package documentation , build the summary for the given package
5817,protected void add contract property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui substitution contract feature non nls 1 get string ui property descriptor description ui substitution contract feature ui substitution type non nls 1 non nls 2 non nls 3 umlpackage literals substitution contract true false true null null null ,this adds a property descriptor for the contract feature , this adds a property descriptor for the is feature
5818,public void set field8 int field8 binary header put int 36 field8 ,sets the acknowledged unique id for this message , set the field bg index
5819,public void set value comparable key number value int index this data get index key pie dataset change type ct pie dataset change type add if index 0 ct pie dataset change type update this data set object key new selectable value value pie dataset change info info new pie dataset change info ct index index fire dataset changed info ,sets the data value for a key and sends a , set the value of a specified key
5820,public void set pairs hash map string pair pairs this pairs pairs ,sets the pairs , sets the rule
5821,public void test configuration exception with message exception configuration exception new configuration exception message assert not null configuration exception assert true the error message should match configuration exception get message index of message 1 with message and cause configuration exception new configuration exception message cause assert true the inner exception should match configuration exception get cause instanceof illegal argument exception assert true the error message should match configuration exception get message index of message 1 ,tests configuration exception , test a class with class and test
5822,public int get samples number return n samples ,returns number of samples , returns the number of messages
5823,public int hash code final long code double double to long bits false easting return int code int code 32 37 super hash code ,returns a hash value for this projection , returns a hash code for this instance
5824,public string get description return description text ,gets the description attribute of the config node object , returns a description for this entity type
5825,public void set bloc entrees bloc entrees my bloc entrees array list entree entrees asupprimer new array list entree for element elt bloc entrees get entrees entree entree entree elt entrees asupprimer add entree for entree entree entrees asupprimer bloc entrees remove child entree bloc entrees get entrees clear for element elt my bloc entrees get entrees entree entree entree elt bloc entrees ajoute entree entree ,set the value of my bloc entrees , set the pointcut value
5826,public void update final string title final string name final string default view uri this title title this name name this default view uri default view uri view cache clear final native document view go go native document new native document view get default view uri new simple success callback public void on success string result cache view default view uri view ,updates this file with the latest changes as opposed to refreshing the , update the default label
5827,public media item filter ,creates a new instance of media item , creates a new instance of the current class
5828,public void invoke virtual final type owner final implementation routine method invoke insn opcodes owner method ,generates the instruction to invoke a normal method , the method that is called by the submitted type
5829,public void update if url null initialize return end of if try long checked at new date get time http urlconnection connection http urlconnection url open connection long last modified connection get last modified if last modified 0 has changed last modified last checked last changed last modified last checked checked at end of if catch ioexception e this initialize return end of try catch ,describe code update code method here , update the url
5830,public void set wfs title string title wfs title title ,set title of the wfs server , sets the title of the title
5831,public void build member details xmlnode node content class content tree content member details tree writer get member tree header build children node member details tree class content tree add content writer get member details tree member details tree ,build the member details contents of the page , build the summary for the summary
5832,public void remove efsp efsp efsp throws model exception try integer id integer id impl efsp get id integer value ejbefsp ejbefsp m efsphome find by primary key id ejbefsp remove catch exception exception throw new model exception the ejbefspfacade bean could not remove an efsp entity bean for efsp ,delete an efsp from the system , remove a new connection from the database
5833,public payment type get payment type return payment type ,returns the payment type , gets the type attribute of the scan2 d object
5834,public void set type string type get the old property value for fire property change event string old value field type set the type property attribute to the new value field type type fire signal notify the type property change event fire property change type old value type update the title and the last used file name string title if get is import title import else title export if type equals tab title title table set title title return ,sets the type property java , set the type of the specified type
5835,protected boolean contains collection v vs1 collection v vs2 if vs2 null vs2 size 0 return true if vs1 null vs1 size 0 return false collection v v3 new array list v vs1 iterator v i vs2 iterator while i has next v v i next if v3 remove v return false return true ,check if set of vertices contains another set , checks if there are any same
5836,public int get grid size xp return grid size xp ,returns the grid size for analysis in xp direction , returns the minimum size of the minimum size
5837,public string get column name int column try return column names column catch throwable e empty return ,return the column name , get the name of the column
5838,public void add final permission permission if permission instanceof topic permission throw new illegal argument exception invalid permission permission if is read only throw new security exception attempt to add a permission to a readonly permission collection topic permission pp topic permission permission string name pp get name topic permission existing topic permission permissions get name if existing null int old mask existing get mask int new mask pp get mask if old mask new mask permissions put name new topic permission name old mask new mask else permissions put name permission if all allowed name equals all allowed true ,add a permission to the collection , add an existing element to the list of the given element
5839,public ittabsent type get ittabsent return itt absent ,gets the value of the itt absent property , gets the value of the ejb property
5840,public abstract inline factory driver callback driver super driver ,creates a new inline factory for the specified driver , creates a new instance of an exception
5841,public double get tonic return tonic hz return tuning table get tonic ,get the current base ferquency , get the current rate of the current document
5842,protected void log and throw final string message throws factory exception input argument utils check strings true message logging utils error factory impl log factory impl class message throw new factory exception message ,log the message and then throw it , this method will log for severity level info
5843,public void insert value int index const sfcolor constvec impl insert value index constvec impl ,description of the method , description of the method
